City,Income_Lakhs,Age,Car_Age,Digital_Usage_Score,Attire,Cookware,Color_Pref,Hardware_Interest,Service_Interest,Annual_Spend,Switch_Intent
Pune,1.1620659261102246,34,12,4,Saree/Traditional,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,43610.24803985141,1
Delhi,0.3,56,3,5,Saree/Traditional,Smart Electric Pan,Monochrome,Battery Monitor,SOS,10028.922160519704,1
Delhi,1.308952107569274,65,1,4,Western Formal,Traditional,Pastel,Dashcam,AC Clean,18935.252734021386,0
Pune,2.225496739786927,63,3,9,Saree/Traditional,Traditional,Vibrant,Battery Monitor,AC Clean,42687.81008141185,1
Delhi,0.5277464040530299,43,11,2,Casual,Cast Iron,Vibrant,None,AC Clean,28038.10380100962,1
Pune,1.13403737077789,65,10,8,Western Formal,Smart Electric Pan,Monochrome,OBD,AC Clean,35467.71880964714,1
Pune,0.6080166092162602,56,10,2,Saree/Traditional,Smart Electric Pan,Monochrome,None,SOS,31628.525171897505,1
Hyderabad,0.9188502408539905,58,9,1,Western Formal,Cast Iron,Vibrant,Battery Monitor,AC Clean,26515.889985348054,1
Mumbai,0.1,21,5,10,Western Formal,Smart Electric Pan,Monochrome,Dashcam,AC Clean,43565.93629624286,1
Pune,1.0370853147051704,47,14,3,Western Formal,Traditional,Vibrant,Battery Monitor,None,42501.75858331833,1
Bangalore,2.0409394425091962,47,10,9,Casual,Traditional,Pastel,Battery Monitor,AC Clean,53141.00883618244,1
Ahmedabad,1.8654324287589517,39,6,3,Saree/Traditional,Cast Iron,Pastel,Dashcam,None,43373.506063375935,1
Mumbai,0.9823572519093311,28,2,9,Western Formal,Smart Electric Pan,Pastel,Dashcam,SOS,21215.249830637997,1
Mumbai,0.8984403236362605,19,2,7,Western Formal,Smart Electric Pan,Pastel,Dashcam,None,12066.335378829743,1
Mumbai,0.6624007159112988,61,11,10,Western Formal,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,32575.67907006064,1
Hyderabad,0.6414712834839574,29,9,1,Saree/Traditional,Cast Iron,Pastel,Dashcam,None,28399.059052226297,1
Pune,1.411924436704706,47,11,10,Western Formal,Traditional,Vibrant,Dashcam,AC Clean,44546.41477450789,1
Hyderabad,1.1881288108710206,53,7,5,Western Formal,Cast Iron,Monochrome,OBD,None,32011.685031553476,1
Pune,0.825836739042476,35,4,9,Casual,Traditional,Vibrant,Battery Monitor,None,24766.191050365094,1
Hyderabad,0.3,43,3,3,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,SOS,13074.130082191214,1
Hyderabad,1.263707260693327,24,6,9,Casual,Traditional,Monochrome,Dashcam,SOS,27996.448474933844,1
Ahmedabad,0.9182686925632,18,6,5,Saree/Traditional,Smart Electric Pan,Monochrome,None,AC Clean,26517.977995823985,1
Bangalore,1.0828213826507436,43,12,9,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,40856.67807627568,1
Hyderabad,1.382797097218849,40,8,10,Saree/Traditional,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,39367.314586468,1
Ahmedabad,0.3,43,8,6,Casual,Cast Iron,Pastel,None,None,15390.731471420866,1
Delhi,0.3,62,4,9,Casual,Cast Iron,Pastel,OBD,Mobile Oil Change,19269.25575843257,1
Bangalore,2.577865846083113,23,12,7,Casual,Cast Iron,Pastel,None,SOS,63088.159187645244,1
Hyderabad,0.8960336959802293,23,11,7,Casual,Smart Electric Pan,Pastel,None,AC Clean,37315.48245984276,1
Mumbai,0.3,61,12,8,Western Formal,Traditional,Monochrome,Dashcam,AC Clean,34597.952642023505,1
Delhi,0.33003589229024843,25,7,7,Western Formal,Smart Electric Pan,Pastel,OBD,SOS,21654.49677655523,1
Delhi,2.69068042118486,41,9,9,Western Formal,Smart Electric Pan,Pastel,None,AC Clean,55540.48560887652,1
Ahmedabad,0.7782015238380959,39,0,9,Saree/Traditional,Traditional,Monochrome,OBD,None,15013.691844717052,1
Delhi,1.8954091469382939,36,8,6,Western Formal,Traditional,Vibrant,Dashcam,AC Clean,47255.80148281889,1
Bangalore,1.2726707990023232,54,7,7,Saree/Traditional,Traditional,Pastel,Dashcam,Mobile Oil Change,34659.94812660457,1
Hyderabad,0.9090197775006172,35,5,2,Casual,Traditional,Monochrome,Dashcam,AC Clean,28555.761073572732,0
Hyderabad,1.6652672824578556,48,12,9,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,AC Clean,47611.12276069064,1
Mumbai,0.3,54,2,1,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,SOS,12235.36756596297,0
Ahmedabad,0.33532042808603835,47,2,1,Western Formal,Smart Electric Pan,Pastel,None,SOS,11547.008888170143,0
Mumbai,0.9045893927162635,59,7,3,Casual,Traditional,Pastel,Battery Monitor,Mobile Oil Change,27635.140948307315,1
Delhi,0.39425736103823505,50,4,6,Casual,Cast Iron,Pastel,Dashcam,SOS,16507.848171755948,1
Mumbai,0.8515333268976171,27,9,5,Western Formal,Cast Iron,Monochrome,None,Mobile Oil Change,28039.93428930647,1
Bangalore,1.7122278274096967,54,10,2,Casual,Smart Electric Pan,Pastel,None,None,43561.64780593877,1
Hyderabad,1.2792820328015886,29,13,9,Casual,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,47920.58300893825,1
Delhi,1.9983702213057535,47,6,10,Casual,Smart Electric Pan,Pastel,Dashcam,AC Clean,44328.20188994097,1
Mumbai,1.3172251706110465,44,4,4,Western Formal,Cast Iron,Pastel,Battery Monitor,Mobile Oil Change,28739.0936870019,1
Ahmedabad,1.7954764988967158,56,7,4,Casual,Cast Iron,Vibrant,OBD,None,44109.477373425594,1
Bangalore,1.1615578199229013,26,9,5,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,29901.635947665898,1
Bangalore,0.8458347099841304,38,9,8,Saree/Traditional,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,33195.67503186195,1
Mumbai,2.088340833325133,29,3,10,Casual,Traditional,Pastel,Dashcam,SOS,46054.72804317728,1
Hyderabad,0.7743898272383598,46,1,4,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,SOS,13885.247460196151,1
Mumbai,1.4063068938745795,50,2,5,Western Formal,Cast Iron,Monochrome,Battery Monitor,SOS,22961.766338324578,1
Delhi,1.661338417934684,60,7,4,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,37952.7962101395,1
Mumbai,1.704895622682514,32,14,6,Casual,Cast Iron,Monochrome,OBD,Mobile Oil Change,48622.18631713988,1
Bangalore,0.5007343978679882,19,10,3,Casual,Smart Electric Pan,Pastel,None,None,27388.071186239737,1
Mumbai,1.8311702434969594,69,12,8,Saree/Traditional,Traditional,Vibrant,Battery Monitor,AC Clean,52046.47155658883,1
Hyderabad,0.6126268523356379,56,6,6,Western Formal,Cast Iron,Vibrant,None,AC Clean,23345.598341343455,1
Ahmedabad,1.686422193209996,61,12,10,Saree/Traditional,Traditional,Vibrant,OBD,AC Clean,50502.62607011031,1
Pune,1.5211040826294593,35,1,5,Saree/Traditional,Cast Iron,Pastel,Dashcam,AC Clean,27204.246592972893,1
Mumbai,1.691178397067939,20,5,2,Western Formal,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,36519.12773027364,0
Hyderabad,0.47699788734058346,24,8,10,Casual,Cast Iron,Monochrome,Battery Monitor,Mobile Oil Change,21962.02575555845,1
Hyderabad,1.552757845640635,60,14,10,Casual,Traditional,Monochrome,OBD,None,53529.622740753184,1
Ahmedabad,1.851356205844903,35,3,7,Saree/Traditional,Cast Iron,Vibrant,Dashcam,AC Clean,40314.964304260066,1
Bangalore,1.3160374698970443,61,8,2,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,32055.39521478227,1
Hyderabad,0.7088299922372538,55,1,1,Saree/Traditional,Cast Iron,Vibrant,OBD,Mobile Oil Change,13757.429331777494,0
Hyderabad,1.751848568596794,54,1,7,Saree/Traditional,Traditional,Vibrant,Battery Monitor,Mobile Oil Change,34761.825071865765,1
Hyderabad,1.2683517768604617,50,8,5,Western Formal,Smart Electric Pan,Monochrome,Battery Monitor,Mobile Oil Change,31960.14079639112,1
Hyderabad,0.3,61,11,1,Saree/Traditional,Traditional,Monochrome,OBD,AC Clean,27093.56390362609,1
Delhi,0.6622863226100038,48,6,4,Saree/Traditional,Cast Iron,Monochrome,OBD,AC Clean,21668.22241629453,1
Delhi,0.8842232812638158,28,6,4,Casual,Traditional,Monochrome,Battery Monitor,Mobile Oil Change,28697.36308540228,0
Bangalore,2.103490972583794,21,0,10,Casual,Cast Iron,Vibrant,OBD,SOS,33078.99298248337,1
Mumbai,1.9981098517837284,35,12,7,Casual,Smart Electric Pan,Monochrome,Battery Monitor,None,54344.48215460915,1
Hyderabad,1.9961811186340055,21,10,9,Western Formal,Traditional,Monochrome,None,AC Clean,500000.0,1
Ahmedabad,1.33941616661032,66,5,2,Western Formal,Traditional,Pastel,OBD,AC Clean,31203.1092326671,0
Mumbai,1.7481568750675194,51,12,1,Casual,Cast Iron,Monochrome,Battery Monitor,SOS,49568.563310691046,1
Ahmedabad,0.5155323547884656,46,6,2,Casual,Traditional,Monochrome,OBD,AC Clean,20955.39258302308,0
Mumbai,1.2040818590356626,41,10,7,Saree/Traditional,Traditional,Vibrant,Battery Monitor,SOS,40336.0268363105,1
Bangalore,1.4709796209897577,39,13,10,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,SOS,49191.46826331517,1
Hyderabad,0.5550605656145279,19,5,6,Western Formal,Cast Iron,Pastel,Dashcam,Mobile Oil Change,15293.019507270661,1
Hyderabad,1.3259472537851218,61,5,4,Western Formal,Cast Iron,Monochrome,Dashcam,AC Clean,33465.44217276474,1
Pune,2.2119835114826065,23,1,1,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,None,35264.4498930227,0
Ahmedabad,1.535261870736376,59,5,1,Casual,Smart Electric Pan,Monochrome,Dashcam,SOS,33609.38008864884,0
Mumbai,1.7505271239984723,42,3,5,Saree/Traditional,Cast Iron,Monochrome,OBD,None,33102.25973683738,1
Mumbai,0.3,38,8,1,Western Formal,Smart Electric Pan,Monochrome,OBD,Mobile Oil Change,25176.281118880783,1
Delhi,2.1347813094917543,33,14,7,Western Formal,Smart Electric Pan,Monochrome,None,AC Clean,58318.773714231465,1
Pune,1.0883265913486981,48,11,1,Saree/Traditional,Smart Electric Pan,Pastel,None,Mobile Oil Change,34706.56687220135,1
Delhi,0.7387882115579746,31,0,1,Saree/Traditional,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,6796.891591858,0
Delhi,1.095217288914042,56,12,2,Saree/Traditional,Smart Electric Pan,Monochrome,None,None,39167.00013292861,1
Delhi,0.3089867050314613,45,7,10,Western Formal,Traditional,Monochrome,None,None,26810.021769087958,1
Ahmedabad,1.8287652370512855,49,4,3,Casual,Traditional,Pastel,OBD,SOS,36206.59157635534,0
Ahmedabad,0.9987625663357242,45,0,1,Saree/Traditional,Cast Iron,Monochrome,Battery Monitor,AC Clean,16062.784647869394,0
Bangalore,0.7568215127843583,68,3,9,Western Formal,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,23271.96501016763,1
Bangalore,1.099166960586981,66,0,10,Western Formal,Traditional,Vibrant,None,SOS,20973.794074636487,1
Delhi,1.8708093927456846,26,5,8,Western Formal,Cast Iron,Monochrome,OBD,SOS,43860.009700385854,1
Pune,1.2788750404687323,62,1,5,Saree/Traditional,Traditional,Pastel,Dashcam,Mobile Oil Change,27026.35295729211,1
Mumbai,0.3541837382799198,39,14,2,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,Mobile Oil Change,29533.78009205682,1
Ahmedabad,1.4789884978446493,49,4,5,Casual,Cast Iron,Pastel,None,SOS,27093.536951091377,1
Pune,0.642612027406425,22,6,6,Western Formal,Traditional,Pastel,None,Mobile Oil Change,24907.949469025305,1
Hyderabad,0.3,40,1,1,Saree/Traditional,Cast Iron,Vibrant,OBD,Mobile Oil Change,7667.89419887678,0
Ahmedabad,2.097604327630307,22,5,4,Western Formal,Traditional,Monochrome,OBD,None,38926.48427731407,1
Ahmedabad,1.4743379248966133,59,5,9,Western Formal,Traditional,Monochrome,OBD,AC Clean,32680.95488906774,1
Bangalore,1.153037601717951,49,4,2,Casual,Smart Electric Pan,Pastel,OBD,SOS,23252.134389629395,0
Mumbai,0.9926342911819808,27,4,5,Saree/Traditional,Smart Electric Pan,Vibrant,None,Mobile Oil Change,24531.889266465696,1
Mumbai,2.0382477004399897,56,13,1,Saree/Traditional,Traditional,Monochrome,OBD,SOS,57365.87064803161,1
Hyderabad,3.052293090119043,32,2,4,Western Formal,Cast Iron,Pastel,None,AC Clean,54144.51576908736,1
Hyderabad,1.4692683111399099,24,14,4,Western Formal,Cast Iron,Vibrant,OBD,SOS,51211.49403086187,1
Ahmedabad,0.5822191906032743,46,9,6,Casual,Smart Electric Pan,Pastel,Battery Monitor,SOS,26457.025496627117,1
Delhi,1.1073206886792142,64,14,10,Casual,Traditional,Vibrant,Battery Monitor,SOS,52470.14778539517,1
Bangalore,1.4583436032564294,20,9,9,Casual,Smart Electric Pan,Monochrome,OBD,None,41774.815446316126,1
Bangalore,0.3,36,10,3,Casual,Traditional,Monochrome,OBD,AC Clean,22533.571977249303,1
Ahmedabad,1.4006995210668705,27,11,9,Casual,Traditional,Pastel,Dashcam,AC Clean,40312.29331649344,1
Pune,1.4618550776958472,45,1,6,Casual,Smart Electric Pan,Monochrome,Battery Monitor,SOS,25085.206983980555,1
Delhi,1.9958053187923321,46,6,7,Western Formal,Cast Iron,Monochrome,None,SOS,44853.40000665013,1
Ahmedabad,1.9332739814238322,32,0,10,Casual,Smart Electric Pan,Vibrant,Battery Monitor,AC Clean,28240.391967834992,1
Delhi,1.2667032961737217,52,5,2,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,25938.215663797127,0
Delhi,2.108782143948215,23,5,10,Western Formal,Smart Electric Pan,Vibrant,OBD,None,43229.708480182024,1
Delhi,2.421406991423254,29,2,6,Saree/Traditional,Cast Iron,Vibrant,Battery Monitor,AC Clean,39994.93529075395,1
Ahmedabad,1.216770873146676,64,1,6,Western Formal,Cast Iron,Pastel,Battery Monitor,SOS,19877.94709783258,1
Bangalore,1.4509122470806493,55,11,2,Western Formal,Traditional,Vibrant,Dashcam,Mobile Oil Change,45737.526039899785,1
Bangalore,0.1,30,1,2,Casual,Smart Electric Pan,Monochrome,Dashcam,Mobile Oil Change,2147.9614437279215,0
Delhi,0.3294160425353472,46,13,2,Western Formal,Cast Iron,Vibrant,Battery Monitor,Mobile Oil Change,29667.350268572172,1
Pune,0.6970822115942887,36,12,10,Casual,Smart Electric Pan,Vibrant,Battery Monitor,None,37613.4688531985,1
Mumbai,0.933829017289768,20,8,1,Casual,Cast Iron,Pastel,Battery Monitor,None,27355.16918374855,0
Ahmedabad,0.5423261851571589,25,10,5,Casual,Traditional,Monochrome,None,AC Clean,27454.045568728307,1
Mumbai,1.1784027528136547,25,4,8,Saree/Traditional,Traditional,Monochrome,OBD,AC Clean,27954.40041293435,1
Pune,0.9517744993952288,37,6,2,Casual,Smart Electric Pan,Monochrome,Dashcam,AC Clean,27779.53628991943,1
Ahmedabad,1.842537138803769,64,11,5,Western Formal,Traditional,Vibrant,OBD,AC Clean,54030.13058282365,1
Delhi,0.9151358127097752,21,4,8,Casual,Cast Iron,Monochrome,Dashcam,SOS,20273.54835499026,1
Bangalore,0.3,68,6,10,Casual,Traditional,Monochrome,Dashcam,None,16551.22118673919,1
Mumbai,1.2754507035212521,38,12,5,Casual,Cast Iron,Vibrant,Dashcam,Mobile Oil Change,40134.03424648605,1
Hyderabad,1.1914811853531966,20,3,2,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,SOS,24034.51802739673,0
Hyderabad,0.6827700711573038,62,7,3,Western Formal,Traditional,Pastel,Dashcam,AC Clean,22842.209371583318,1
Pune,1.2569999300982222,25,12,6,Saree/Traditional,Cast Iron,Vibrant,OBD,AC Clean,44854.272366530844,1
Delhi,0.554841247064199,40,10,5,Western Formal,Cast Iron,Pastel,Dashcam,SOS,26353.14338741717,1
Mumbai,1.3979039721740056,33,13,4,Saree/Traditional,Smart Electric Pan,Pastel,OBD,Mobile Oil Change,43303.8087852715,1
Delhi,2.779754662157911,30,9,4,Western Formal,Smart Electric Pan,Pastel,Dashcam,None,57206.90745737924,1
Mumbai,0.3,20,12,5,Saree/Traditional,Smart Electric Pan,Monochrome,Dashcam,None,28447.066447739726,1
Pune,0.8902547477945038,65,10,2,Casual,Traditional,Pastel,Battery Monitor,Mobile Oil Change,35045.59056338109,1
Pune,0.7940969271305185,26,9,9,Saree/Traditional,Smart Electric Pan,Monochrome,OBD,None,31578.14832316669,1
Hyderabad,0.9400440699074738,31,6,2,Saree/Traditional,Cast Iron,Pastel,Dashcam,AC Clean,24026.176324228978,1
Delhi,1.8119547477581843,30,9,10,Casual,Traditional,Monochrome,Dashcam,AC Clean,44286.21001730406,1
Ahmedabad,1.5256959355914146,24,14,2,Casual,Traditional,Vibrant,OBD,AC Clean,53270.34049148499,1
Hyderabad,1.709259901563854,32,4,10,Western Formal,Traditional,Vibrant,Dashcam,AC Clean,31556.003743412664,1
Delhi,1.2182973028521589,24,10,9,Western Formal,Traditional,Pastel,None,Mobile Oil Change,39316.24000091125,1
Hyderabad,0.4067404080330854,55,5,3,Western Formal,Cast Iron,Monochrome,Battery Monitor,None,18520.280749503676,1
Ahmedabad,0.5311887832440122,51,4,10,Saree/Traditional,Cast Iron,Vibrant,OBD,None,18568.254208763836,1
Bangalore,1.6477558244799553,58,6,7,Western Formal,Smart Electric Pan,Vibrant,Battery Monitor,SOS,36617.371609885864,1
Bangalore,1.3024991390479783,39,11,4,Saree/Traditional,Traditional,Vibrant,None,Mobile Oil Change,42544.46053103423,1
Bangalore,1.9561244436473029,41,1,6,Saree/Traditional,Smart Electric Pan,Vibrant,None,None,30260.521094226682,1
Bangalore,1.3759572619480782,66,4,4,Western Formal,Cast Iron,Pastel,None,None,24216.987703334165,1
Mumbai,0.490191004000725,54,14,10,Western Formal,Traditional,Monochrome,OBD,SOS,37612.357944654555,1
Bangalore,0.886858911490107,61,9,7,Saree/Traditional,Cast Iron,Vibrant,None,AC Clean,29317.33587710979,1
Ahmedabad,1.5388884898097577,18,14,1,Casual,Smart Electric Pan,Pastel,OBD,None,49078.48365378828,1
Pune,1.6261994977431753,27,2,3,Casual,Cast Iron,Vibrant,OBD,AC Clean,28823.1947802866,0
Pune,1.7130651792928129,60,8,3,Saree/Traditional,Traditional,Vibrant,Dashcam,SOS,42079.113872134745,1
Mumbai,0.5708855320768842,33,12,1,Western Formal,Traditional,Vibrant,OBD,None,29882.043166804615,1
Bangalore,0.479381900353845,63,5,6,Saree/Traditional,Smart Electric Pan,Vibrant,None,AC Clean,20245.28447510353,1
Bangalore,1.0861184881515475,25,12,9,Saree/Traditional,Traditional,Pastel,OBD,Mobile Oil Change,39381.13249178735,1
Bangalore,2.0640441099200726,66,9,8,Western Formal,Cast Iron,Monochrome,OBD,AC Clean,52704.376826155196,1
Hyderabad,0.7836790075151892,42,2,7,Casual,Cast Iron,Pastel,Battery Monitor,AC Clean,14502.314784446622,1
Delhi,1.4729831343605837,67,6,10,Saree/Traditional,Cast Iron,Pastel,None,AC Clean,40412.61896297608,1
Hyderabad,1.473036683363379,29,3,8,Casual,Cast Iron,Pastel,OBD,AC Clean,36850.48882346401,1
Delhi,1.656463649802368,42,13,6,Casual,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,50971.28898013291,1
Bangalore,2.198664152368926,34,2,9,Western Formal,Cast Iron,Monochrome,OBD,SOS,44887.4831403004,1
Bangalore,2.1371438548596635,43,7,3,Saree/Traditional,Smart Electric Pan,Vibrant,OBD,AC Clean,51342.38321057256,1
Hyderabad,0.8432364996962969,63,12,10,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,AC Clean,37285.74438325483,1
Hyderabad,0.3,65,3,10,Casual,Smart Electric Pan,Vibrant,None,None,14043.594691127668,1
Delhi,0.7928823987811544,31,10,9,Casual,Cast Iron,Monochrome,None,None,31050.883460894434,1
Pune,1.2454033764283412,58,0,4,Western Formal,Cast Iron,Monochrome,Dashcam,Mobile Oil Change,18032.22701945584,0
Delhi,0.9830128333886057,53,5,7,Casual,Smart Electric Pan,Vibrant,Dashcam,Mobile Oil Change,27243.80262787418,1
Hyderabad,2.380739365756881,40,9,9,Western Formal,Traditional,Pastel,Dashcam,Mobile Oil Change,50603.60633783288,1
Ahmedabad,1.2112681825898695,60,10,2,Saree/Traditional,Traditional,Vibrant,OBD,None,39473.37261980809,1
Hyderabad,1.5922271281537164,23,10,2,Western Formal,Traditional,Pastel,OBD,AC Clean,43185.261223929316,1
Ahmedabad,1.330328585788406,64,0,9,Casual,Smart Electric Pan,Monochrome,Dashcam,None,25598.924361444657,1
Mumbai,0.9920200899055067,22,4,3,Saree/Traditional,Traditional,Vibrant,None,SOS,22734.20771368276,0
Hyderabad,0.3,60,6,9,Western Formal,Traditional,Monochrome,None,Mobile Oil Change,20917.580878165,1
Mumbai,1.1528294168751088,42,14,5,Saree/Traditional,Smart Electric Pan,Pastel,Dashcam,Mobile Oil Change,45235.37705176341,1
Pune,3.1527883758924755,35,5,6,Western Formal,Traditional,Pastel,Battery Monitor,Mobile Oil Change,60213.500586000424,1
Delhi,0.4533249600972997,30,13,2,Casual,Traditional,Vibrant,None,SOS,33705.01105303638,1
Ahmedabad,0.3,60,1,8,Casual,Traditional,Vibrant,None,AC Clean,5705.153318338798,1
Delhi,2.361833581541346,31,10,9,Saree/Traditional,Smart Electric Pan,Vibrant,Dashcam,AC Clean,54918.279751589835,1
Mumbai,1.645249781921601,45,3,2,Saree/Traditional,Smart Electric Pan,Monochrome,None,AC Clean,37823.21150415234,0
Ahmedabad,1.3124519283140619,35,10,6,Saree/Traditional,Traditional,Pastel,OBD,Mobile Oil Change,40708.596622215024,1
Delhi,2.0176043174202345,45,14,6,Western Formal,Traditional,Pastel,OBD,AC Clean,52713.67265057503,1
Hyderabad,0.701098834226342,68,1,8,Casual,Smart Electric Pan,Monochrome,None,None,10382.755159989867,1
Bangalore,1.1360431434512088,44,10,10,Saree/Traditional,Traditional,Vibrant,OBD,Mobile Oil Change,38815.67324813436,1
Mumbai,1.7730924701404938,49,0,5,Saree/Traditional,Smart Electric Pan,Vibrant,Battery Monitor,SOS,27027.27645012526,0
Delhi,2.4662126206922372,64,14,9,Saree/Traditional,Traditional,Monochrome,None,SOS,63374.07377821325,1
Mumbai,0.498873411206035,26,2,1,Western Formal,Smart Electric Pan,Pastel,Dashcam,AC Clean,16862.53657100281,0
Mumbai,1.9684406751362367,57,2,9,Saree/Traditional,Cast Iron,Pastel,OBD,Mobile Oil Change,35619.27106727526,1
Ahmedabad,1.4291034365045903,49,14,10,Saree/Traditional,Cast Iron,Pastel,Battery Monitor,None,53099.46992417566,1
Ahmedabad,1.2978366404576496,37,11,7,Western Formal,Smart Electric Pan,Pastel,Battery Monitor,None,42817.92399999181,1
